iata,icao,name,country,municipality,lat,lon,elevation
SNP,PASN,St Paul Island Airport,US,St Paul Island,57.166311,-170.222555,63
SNR,LFRZ,Saint-Nazaire-Montoir Airport,FR,Saint-Nazaire/Montoir,47.31142,-2.152634,13
SNS,KSNS,Salinas Municipal Airport,US,Salinas,36.662799835205,-121.60600280762,85
SNU,MUSC,Abel Santamaria International Airport,CU,Santa Clara,22.492215,-79.943119,338
SNV,SVSE,Santa Elena de Uairén Airport,VE,Santa Elena de Uairén,4.554699,-61.145234,2938
SNW,VYTD,Thandwe Airport,MM,Thandwe,18.4606990814209,94.30010223388672,20
SNX,OIIS,Semnan Municipal Airport,IR,Semnan,35.591099,53.495098,3665
SNY,KSNY,Sidney Municipal Airport Lloyd W Carr Field,US,Sidney,41.101299,-102.985001,4313
SNZ,SBSC,Santa Cruz Air Force Base,BR,Rio de Janeiro,-22.9324,-43.719101,10
SOB,LHSM,Hévíz–Balaton Airport,HU,Sármellék,46.686391,17.159084,408
SOC,WAHQ,Adisoemarmo International Airport,ID,Surakarta,-7.516044,110.757492,421
SOD,SDCO,Sorocaba Airport,BR,Sorocaba,-23.478001,-47.490002,2083
SOF,LBSF,Sofia Airport,BG,Sofia,42.696357,23.417671,1742
SOG,ENSG,"Sogndal Airport, Haukåsen",NO,Sogndal,61.156101,7.13778,1633
SOJ,ENSR,Sørkjosen Airport,NO,Sørkjosen,69.786797,20.9594,16
SOM,SVST,San Tomé Airport,VE,El Tigre,8.9451465606689,-64.151084899902,861
SON,NVSS,Santo Pekoa International Airport,VU,Luganville,-15.505000114399998,167.220001221,184
SOO,ESNY,Söderhamn Airport,SE,Söderhamn,61.261501,17.0991,88
SOQ,WASS,Domine Eduard Osok Airport,ID,Sorong,-0.894,131.287,10
SOT,EFSO,Sodankyla Airport,FI,Sodankyla,67.3949966431,26.6191005707,602
SOU,EGHI,Southampton Airport,GB,Southampton,50.950298,-1.3568,44
SOV,PASO,Seldovia Airport,US,Seldovia,59.442981,-151.705227,29
SOW,KSOW,Show Low Regional Airport,US,Show Low,34.264062,-110.007091,6415
SOY,EGER,Stronsay Airport,GB,Stronsay,59.1553,-2.64139,39
SOZ,LFKS,Solenzara (BA 126) Air Base,FR,Solenzara,41.9244,9.406,28
SPC,GCLA,La Palma Airport,ES,"Sta Cruz de la Palma, La Palma Island",28.626499,-17.7556,107
SPD,VGSD,Saidpur Airport,BD,Saidpur,25.759199,88.908897,125
SPI,KSPI,Abraham Lincoln Capital Airport,US,Springfield,39.844101,-89.677902,598
SPM,ETAD,Spangdahlem Air Base,DE,Trier,49.976507,6.698413,1197
SPN,PGSN,Saipan International Airport,MP,"I Fadang, Saipan",15.119384,145.728848,215
SPP,FNME,Menongue Airport,AO,Menongue,-14.657600402832031,17.71980094909668,4469
SPR,MZSP,John Greif II Airport,BZ,San Pedro,17.9139,-87.9711,4
SPS,KSPS,Wichita Falls Municipal Airport / Sheppard Air Force Base,US,Wichita Falls,33.9888,-98.491898,1019
SPU,LDSP,Split Saint Jerome Airport,HR,Split,43.538898,16.298,79
SPX,HESX,Sphinx International Airport,EG,Al Jiza,30.108179,30.895728,510
SPY,DISP,San Pedro Airport,CI,,4.74672,-6.66082,26
SQD,ZSSR,Shangrao Sanqingshan Airport,CN,Shangrao (Hengfeng),28.3797,117.9643,340
SQG,WIOS,Tebelian Airport,ID,Sintang,-0.045214,111.458049,97
SQJ,ZSSM,Sanming Shaxian Airport,CN,Sanming (Sha),26.4263,117.8336,830
SQL,KSQL,San Carlos Airport,US,San Carlos,37.51313,-122.250838,5
SQO,ESUD,Storuman Airport,SE,Storuman,64.960899,17.6966,915
SQQ,EYSA,Šiauliai International Airport,LT,Šiauliai,55.89390182495117,23.395000457763672,443
SQW,EKSV,Skive Airport,DK,Skive,56.550201,9.17298,74
SRA,SSZR,Luis Alberto Lehr Airport,BR,Santa Rosa,-27.90658,-54.520628,1014
SRE,SLAL,Alcantarí International Airport,BO,Sucre,-19.246835,-65.149611,10184
SRG,WAHS,Jenderal Ahmad Yani Airport,ID,Semarang,-6.970732,110.373244,10
SRL,SRL,Palo Verde Airport,MX,Mulegé,27.0927,-112.0985,127
SRP,ENSO,"Stord Airport, Sørstokken",NO,Leirvik,59.791901,5.34085,160
SRQ,KSRQ,Sarasota Bradenton International Airport,US,Sarasota/Bradenton,27.394631,-82.554359,30
SRT,HUSO,Soroti Airport,UG,Soroti,1.7276899814605713,33.622798919677734,3697
SRV,SRV,Stony River 2 Airport,US,Stony River,61.7897,-156.589005,230
SRX,HLGD,Sirt International Airport / Ghardabiya Airbase,LY,Sirt,31.058578,16.597095,267
SRY,OINZ,Sari Dasht-e Naz International Airport,IR,Sari,36.644408,53.188761,35
SRZ,SLET,El Trompillo Airport,BO,Santa Cruz,-17.8115997314,-63.1715011597,1371
SSA,SBSV,Deputado Luiz Eduardo Magalhães International Airport,BR,Salvador,-12.908611,-38.322498,64
SSC,KSSC,Shaw Air Force Base,US,Sumter,33.972698,-80.470596,241
SSE,VASL,Solapur Airport,IN,Solapur,17.6280002594,75.93479919430001,1584
SSF,KSSF,Stinson Municipal Airport,US,San Antonio,29.336999893188,-98.471099853516,577
SSG,FGSL,Malabo International Airport,GQ,Malabo,3.75527,8.70872,76
SSH,HESH,Sharm El Sheikh International Airport,EG,Sharm El Sheikh,27.977272,34.394717,191
SSI,KSSI,St Simons Island Airport,US,St Simons Island,31.1518,-81.391296,19
SSJ,ENST,"Sandnessjøen Airport, Stokka",NO,Alstahaug,65.956802,12.4689,56
SSN,RKSM,Seoul Air Base (K-16),KR,Seongnam,37.444744,127.112718,92
SSR,NVSH,Sara Airport,VU,Pentecost Island,-15.4708003998,168.151992798,493
SST,SAZL,Santa Teresita Airport,AR,Santa Teresita,-36.5423,-56.7218,9
SSW,7WA5,Stuart Island Airpark,US,Friday Harbor,48.673379,-123.175439,10
SSY,FNBC,Mbanza Congo Airport,AO,Mbanza Congo,-6.269899845123291,14.246999740600586,1860
SSZ,SBST,Santos Nero Moura Air Base / Guarujá Airport,BR,Guarujá,-23.928192,-46.300195,13
STA,EKVJ,Stauning Vestjylland  Airport,DK,Skjern,55.990101,8.35391,17
STB,SVSZ,Miguel Urdaneta Fernández Airport,VE,San Carlos del Zulia,8.97455,-71.943253,32
STC,KSTC,Saint Cloud Regional Airport,US,Saint Cloud,45.5466,-94.059898,1031
STD,SVSO,Mayor Buenaventura Vivas International Airport,VE,Santo Domingo,7.56538,-72.035103,1083
STG,PAPB,St George Airport,US,St George,56.577345,-169.663823,125
STI,MDST,Cibao International Airport,DO,Santiago,19.40406,-70.604431,565
STJ,KSTJ,Rosecrans Memorial Airport,US,St Joseph,39.771900177002,-94.909698486328,826
STL,KSTL,St. Louis Lambert International Airport,US,St Louis,38.748697,-90.370003,618
STM,SBSN,Santarém - Maestro Wilson Fonseca International Airport,BR,Santarém,-2.422423,-54.79306,198
STN,EGSS,London Stansted Airport,GB,"London, Essex",51.884998,0.235,348
STP,KSTP,Saint Paul Downtown Holman Field,US,Saint Paul,44.93479,-93.060036,705
STR,EDDS,Stuttgart Airport,DE,Stuttgart,48.689899,9.22196,1276
STS,KSTS,Charles M. Schulz Sonoma County Airport,US,Santa Rosa,38.50899887,-122.8130035,128
STT,TIST,Cyril E. King Airport,VI,Charlotte Amalie,18.337091,-64.977251,23
STV,VASU,Surat International Airport,IN,Surat,21.115531,72.743251,16
STW,URMT,Stavropol Shpakovskoye Airport,RU,Stavropol,45.10919952392578,42.11280059814453,1486
STX,TISX,Henry E. Rohlsen Airport,VI,Christiansted,17.701413,-64.802608,74
STY,SUSO,Nueva Hesperides International Airport,UY,Salto,-31.438499,-57.985298,187
SUB,WARR,Juanda International Airport,ID,Surabaya,-7.37983,112.787003,9
SUF,LICA,Lamezia Terme Sant'Eufemia International Airport,IT,Lamezia Terme (CZ),38.906214,16.246007,39
SUG,RPMS,Surigao Airport,PH,Surigao City,9.755838325629998,125.480947495,20
SUI,UGSS,Vladislav Ardzinba Sukhum International Airport,GE,Sukhumi,42.8582,41.128101,53
SUJ,LRSM,Satu Mare International Airport,RO,Satu Mare,47.7033,22.8857,405
SUK,UEBS,Sakkyryr Airport,RU,Batagay-Alyta,67.792,130.394,1686
SUL,OPSU,Sui Airport,PK,Sui,28.645099639892578,69.1769027709961,763
SUN,KSUN,Friedman Memorial Airport,US,Hailey,43.50439835,-114.2959976,5318
SUR,CJV7,Summer Beaver Airport,CA,Summer Beaver,52.70859909057617,-88.54190063476562,832
SUS,KSUS,Spirit of St Louis Airport,US,St Louis,38.662102,-90.652,463
SUU,KSUU,Travis Air Force Base,US,Fairfield,38.262699,-121.927002,62
SUV,NFNA,Nausori International Airport,FJ,Nausori,-18.044226,178.561486,17
SUX,KSUX,Sioux Gateway Airport / Brigadier General Bud Day Field,US,Sioux City,42.397605,-96.382237,1098
SUY,UENS,Suntar Airport,RU,Suntar,62.185001373291,117.63500213623,452
SVA,PASA,Savoonga Airport,US,Savoonga,63.686401,-170.492996,53
SVB,FMNS,Sambava Airport,MG,Sambava,-14.2786,50.174702,20
SVC,KSVC,Grant County Airport,US,Silver City,32.636701,-108.154736,5446
SVD,TVSA,Argyle International Airport,VC,Kingstown,13.159725,-61.148801,136
SVG,ENZV,"Stavanger Airport, Sola",NO,Stavanger,58.876701,5.63778,29
SVI,SKSV,Eduardo Falla Solano Airport,CO,San Vicente Del Caguán,2.15217,-74.7663,920
SVJ,ENSH,"Svolvær Airport, Helle",NO,Svolvær,68.243301,14.6692,27
SVL,EFSA,Savonlinna Airport,FI,Savonlinna,61.9431,28.945101,311
SVN,KSVN,Hunter Army Air Field,US,Savannah,32.00999832,-81.14569855,41
SVO,UUEE,Sheremetyevo International Airport,RU,Moscow,55.976858,37.41121,622
SVP,FNKU,Kuito Airport,AO,Kuito,-12.404600143433,16.947399139404,5618
SVQ,LEZL,Seville Airport,ES,Seville,37.417999,-5.89311,112
SVS,SVS,Stevens Village Airport,US,Stevens Village,66.016727,-149.056835,328
SVU,NFNS,Savusavu Airport,FJ,Savusavu,-16.803394,179.340587,17
SVW,PASV,Sparrevohn LRRS Airport,US,Sparrevohn,61.09740067,-155.5740051,1585
SVX,USSS,Koltsovo Airport,RU,Yekaterinburg,56.743099212646,60.802700042725,764
SVZ,SVSA,Juan Vicente Gómez International Airport,VE,San Antonio del Tachira,7.840809,-72.439878,1312
SWA,ZGOW,Jieyang Chaoshan International Airport,CN,Jieyang (Rongcheng),23.552,116.5033,
SWC,YSWL,Stawell Airport,AU,,-37.07170104980469,142.74099731445312,807
SWD,PAWD,Seward Airport,US,Seward,60.130478,-149.418612,22
SWF,KSWF,New York Stewart International Airport,US,Newburgh,41.50421,-74.108901,491
SWH,YSWH,Swan Hill Airport,AU,,-35.37580108642578,143.5330047607422,234
SWL,RPSV,San Vicente Airport,PH,San Vicente,10.524298,119.272899,24
SWO,KSWO,Stillwater Regional Airport,US,Stillwater,36.162132,-97.085581,1000
SWQ,WADS,Sultan Muhammad Kaharuddin III Airport,ID,Sumbawa Besar,-8.48904,117.412003,16
SWS,EGFH,Swansea Airport,GB,Swansea,51.601366,-4.071006,299
SWT,UNSS,Strezhevoy Airport,RU,Strezhevoy,60.7094,77.660004,164
SWU,RKSW,Suwon Airport,KR,Suwon,37.239399,127.007004,88
SWV,UHMW,Severo-Evensk Airport,RU,Evensk,61.921786,159.229059,32
SWX,FBSW,Shakawe Airport,BW,Shakawe,-18.373899459838867,21.832599639892578,3379
SXB,LFST,Strasbourg Airport,FR,Strasbourg,48.5383,7.62823,505
SXE,YWSL,West Sale Airport,AU,Sale,-38.090827,146.965335,72
SXI,OIBS,Siri Airport,IR,Siri,25.908899,54.539398,43
SXJ,ZWSS,Shanshan Airport,CN,Shanshan,42.911701,90.247498,
SXK,WAPS,Mathilda Batlayeri Airport,ID,Saumlaki-Yamdena Island,-7.848354,131.337068,446
SXL,EISG,Sligo Airport,IE,Sligo,54.280200958252,-8.5992097854614,11
SXM,TNCM,Princess Juliana International Airport,SX,Sint Maarten,18.041,-63.108898,13
SXN,FBSN,Sua Pan Airport,BW,Sowa,-20.5534,26.115801,2985
SXP,SXP,Nunam Iqua Airport,US,Nunam Iqua,62.520599,-164.848006,12
SXQ,PASX,Soldotna Airport,US,Soldotna,60.474935,-151.038471,113
SXR,VISR,Sheikh ul Alam International Airport,IN,Srinagar,33.987099,74.7742,5429
SXV,VOSM,Salem Airport,IN,Salem,11.78330039978,78.06559753418,1008
SXZ,LTCL,Siirt Airport,TR,Siirt,37.97890090942383,41.84040069580078,2001
SYA,PASY,Eareckson Air Station,US,Shemya,52.71229935,174.1139984,95
SYD,YSSY,Sydney Kingsford Smith International Airport,AU,Sydney (Mascot),-33.946098,151.177002,21
SYJ,OIKY,Sirjan Airport,IR,Sirjan,29.5509,55.672699,5846
SYM,ZPSM,Pu'er Simao Airport,CN,Pu'er,22.793301,100.959,
SYO,RJSY,Shonai Airport,JP,Shonai,38.812199,139.787003,86
SYP,MPSA,Ruben Cantu Airport,PA,Santiago,8.085599899291992,-80.94529724121094,272
SYQ,MRPV,Tobías Bolaños International Airport,CR,San Jose,9.95705,-84.139801,3287
SYR,KSYR,Syracuse Hancock International Airport,US,Syracuse,43.11119842529297,-76.1063003540039,421
SYS,UERS,Saskylakh Airport,RU,Saskylakh,71.927902,114.080002,
SYT,LFLN,Saint-Yan Airport,FR,"L'Hôpital-le-Mercier, Saône-et-Loire",46.414019,4.014177,796
SYU,YWBS,Warraber Island Airport,AU,Sue Islet,-10.20829963684082,142.8249969482422,3
SYW,OPSN,Sehwan Sharif Airport,PK,Sehwan Sharif,26.473101,67.717201,121
SYX,ZJSY,Sanya Phoenix International Airport,CN,Sanya (Tianya),18.3029,109.412003,92
SYY,EGPO,Stornoway Airport,GB,"Stornoway, Western Isles",58.215599,-6.33111,26
SYZ,OISS,Shiraz Shahid Dastghaib International Airport,IR,Shiraz,29.5392,52.589802,4927
SZA,FNSO,Soyo Airport,AO,Soyo,-6.141089916229248,12.371800422668457,15
SZB,WMSA,Sultan Abdul Aziz Shah International Airport,MY,Subang,3.13058,101.549004,90
SZE,HASM,Semera Airport,ET,Semera,11.7875,40.9915,1390
SZF,LTFH,Samsun-Çarşamba Airport,TR,Samsun,41.253988,36.567546,18
SZG,LOWS,Salzburg Airport,AT,Salzburg,47.793301,13.0043,1411
SZH,ZBSG,Shuozhou Zirun Airport,CN,Shuozhou,39.273241,112.691552,
SZI,UASZ,Zaysan Airport,KZ,Zaysan,47.487491,84.887675,1877
SZJ,MUSN,Siguanea Airport,CU,Isla de la Juventud,21.6425,-82.955101,39
SZK,FASZ,Skukuza Airport,ZA,Skukuza,-24.96085,31.588587,1020
SZL,KSZL,Whiteman Air Force Base,US,Knob Noster,38.730301,-93.547897,870
SZV,ZSSZ,Suzhou Guangfu Airport,CN,Suzhou,31.2631,120.401001,
SZX,ZGSZ,Shenzhen Bao'an International Airport,CN,Shenzhen,22.639474,113.803262,13
SZY,EPSY,Olsztyn-Mazury Airport,PL,Szymany,53.481899,20.9377,463
SZZ,EPSC,Solidarity Szczecin–Goleniów Airport,PL,Szczecin(Glewice),53.584702,14.9022,154
TAB,TTCP,A.N.R. Robinson International Airport,TT,Scarborough,11.149571,-60.831298,38
TAC,RPVA,Daniel Z. Romualdez Airport,PH,Tacloban City,11.227761,125.027783,10
TAE,RKTN,Daegu International Airport,KR,Daegu,35.894394,128.656989,116
TAF,DAOL,Oran Tafraoui Airport,DZ,Tafraoui,35.5424,-0.532278,367
TAG,RPSP,Bohol-Panglao International Airport,PH,Panglao,9.573045,123.770143,42
TAH,NVVW,Whitegrass Airport,VU,Tanna Island,-19.455099,169.223999,19
TAI,OYTZ,Taiz International Airport,YE,Taiz,13.686,44.139099,4838
TAK,RJOT,Takamatsu Airport,JP,Takamatsu,34.214963,134.015454,607
TAL,PATA,Ralph M Calhoun Memorial Airport,US,Tanana,65.1744,-152.108994,236
TAM,MMTM,General Francisco Javier Mina International Airport,MX,Ciudad Madero,22.292622,-97.867058,80
TAO,ZSQD,Qingdao Jiaodong International Airport,CN,Qingdao (Jiaozhou),36.361953,120.088171,30
TAP,MMTP,Tapachula International Airport,MX,Tapachula,14.794549,-92.369871,97
TAR,LIBG,Taranto-Grottaglie Marcello Arlotta Airport,IT,Grottaglie,40.517502,17.4032,215
TAS,UZTT,Tashkent International Airport,UZ,Tashkent,41.2579,69.281197,1417
TAT,LZTT,Poprad-Tatry Airport,SK,Poprad,49.070994,20.241394,2356
TAY,EETU,Tartu Airport,EE,Tartu,58.307438,26.686473,220
TAZ,UTAT,Dashoguz International Airport,TM,Daşoguz,41.759853,59.836149,272
TBB,VVTH,Dong Tac Airport,VN,Tuy Hoa,13.0496,109.334,20
TBF,NGTE,Tabiteuea North Airport,KI,,-1.22447,174.776001,7
TBG,AYTB,Tabubil Airport,PG,Tabubil,-5.280471,141.227576,1570
TBH,RPVU,Tugdan Airport,PH,Tablas Island,12.3109998703,122.084999084,10
TBI,MYCB,New Bight Airport,BS,Cat Island,24.3153,-75.452301,5
TBJ,DTKA,Tabarka-Aïn Draham International Airport,TN,Tabarka,36.98,8.87694,230
TBM,WAGT,Tumbang Samba Airport,ID,Tumbang Samba-Borneo Island,-1.469024,113.080984,160
TBN,KTBN,Waynesville-St. Robert Regional Airport-Forney Field,US,Fort Leonard Wood,37.7416,-92.140701,1159
TBO,HTTB,Tabora Airport,TZ,Tabora,-5.07639,32.833302,3868
TBP,SPME,Captain Pedro Canga Rodríguez International Airport,PE,Tumbes,-3.552074,-80.381086,115
TBS,UGTB,Tbilisi International Airport,GE,Tbilisi,41.669201,44.9547,1624
TBT,SBTT,Tabatinga International Airport,BR,Tabatinga,-4.25567,-69.935799,263
TBU,NFTF,Fua'amotu International Airport,TO,Nuku'alofa,-21.241438,-175.149164,126
TBW,UUOT,Donskoye Airport,RU,Tambov,52.806099,41.4828,413
TBZ,OITT,Tabriz International Airport,IR,Tabriz,38.1339,46.235001,4459
TCA,YTNK,Tennant Creek Airport,AU,Tennant Creek,-19.6343994140625,134.18299865722656,1236
TCB,MYAT,Treasure Cay Airport,BS,Treasure Cay,26.745300293,-77.3912963867,8
TCC,KTCC,Tucumcari Municipal Airport,US,Tucumcari,35.182800293,-103.602996826,4065
TCD,SKRA,Tarapacá Airport,CO,Tarapacá,-2.895802,-69.749762,253
TCE,LRTC,Tulcea Danube Delta Airport,RO,Mihail Kogălniceanu,45.0625,28.7143,200
TCG,ZWTC,Tacheng Qianquan Airport,CN,Tacheng,46.672501,83.340797,
TCL,KTCL,Tuscaloosa National Airport,US,Tuscaloosa,33.2206,-87.611397,170
TCM,KTCM,McChord Air Force Base,US,Tacoma,47.137699,-122.475998,322
TCO,SKCO,La Florida Airport,CO,Tumaco,1.81442,-78.7492,8
TCP,HETB,Taba International Airport,EG,Taba,29.594496,34.775752,2425
TCQ,SPTN,Coronel FAP Carlos Ciriani Santa Rosa International Airport,PE,Tacna,-18.053300857500002,-70.2758026123,1538
TCR,VOTK,Tuticorin Airport,IN,Vagaikulam,8.724241,78.025803,129
TCS,KTCS,Truth or Consequences Municipal Airport,US,Truth or Consequences,33.2369,-107.272003,4853
TCT,PPCT,Takotna Airport,US,Takotna,62.993206,-156.029026,825
TCX,OIMT,Tabas Airport,IR,Tabas,33.667801,56.8927,2312
TCZ,ZPTC,Tengchong Tuofeng Airport,CN,Baoshan (Tengchong),24.938056,98.485833,6250
TDD,SLTR,Teniente Av. Jorge Henrich Arauz Airport,BO,Trinidad,-14.8187,-64.917999,509
TDG,RPMW,Tandag Airport,PH,Tandag,9.072002,126.17132,16
TDK,UAAT,Taldykorgan Airport,KZ,Taldykorgan,45.12255,78.442758,1925
TDL,SAZT,Héroes de Malvinas Airport,AR,Tandil,-37.234634,-59.228647,574
TDS,AYSS,Sasereme Airport,PG,Sasereme,-7.6217,142.868,121
TDX,VTBO,Trat Airport,TH,Laem Ngop,12.2746,102.319,105
TEA,MHTE,Tela Airport,HN,Tela,15.7759,-87.4758,7
TEB,KTEB,Teterboro Airport,US,Teterboro,40.850101,-74.060799,9
TEC,SBTL,Telêmaco Borba Airport,BR,Telêmaco Borba,-24.317801,-50.6516,2610
TED,EKTS,Thisted Airport,DK,Thisted,57.068802,8.70522,23
TEE,DABS,Cheikh Larbi Tébessi Airport,DZ,Tébessi,35.4315986633,8.12071990967,2661
TEF,YTEF,Telfer Airport,AU,,-21.715,122.228996,970
TEK,PAKA,Tatitlek Airport,US,Tatitlek,60.871449,-146.690297,62
TEM,YTEM,Temora Airport,AU,Temora,-34.421398,147.511993,921
TEN,ZUTR,Tongren Fenghuang Airport,CN,Tongren (Daxing),27.883333,109.308889,
TEQ,LTBU,Tekirdağ Çorlu Airport,TR,Çorlu,41.138199,27.9191,574
TER,LPLA,Lajes Airport,PT,Praia da Vitória,38.761799,-27.090799,180
TET,FQTT,Tete Airport,MZ,Tete,-16.104799,33.640202,525
TEU,NZMO,Manapouri Airport,NZ,,-45.5331,167.649994,687
TEV,LETL,Teruel Airport,ES,Teruel,40.410269,-1.217366,3380
TEX,KTEX,Telluride Regional Airport,US,Telluride,37.9538,-107.907997,9070
TEZ,VETZ,Tezpur Airport,IN,,26.7091007232666,92.78469848632812,240
TFF,SBTF,Tefé Airport,BR,Tefé,-3.38294,-64.724098,186
TFI,AYTU,Tufi Airport,PG,Tufi,-9.07595443726,149.319839478,85
TFN,GCXO,Tenerife Norte-Ciudad de La Laguna Airport,ES,Tenerife,28.482752,-16.341707,2076
TFS,GCTS,Tenerife Sur Airport,ES,Tenerife,28.0445,-16.5725,209
TFU,ZUTF,Chengdu Tianfu International Airport,CN,Chengdu (Jianyang),30.31252,104.441284,1440
TGA,WSAT,Tengah Air Base,SG,Western Water Catchment,1.387561,103.708291,50
TGD,LYPG,Podgorica Airport / Podgorica Golubovci Airbase,ME,Podgorica,42.359402,19.2519,141
TGG,WMKN,Sultan Mahmud Airport,MY,Kuala Terengganu,5.3826398849487305,103.10299682617188,21
TGH,NVST,Tongoa Airport,VU,Tongoa Island,-16.8910999298,168.550994873,443
TGJ,NWWA,Tiga Airport,NC,Tiga,-21.096407,167.80379,128
TGK,URRT,Taganrog Yuzhny Airport,RU,Taganrog,47.1983333,38.8491667,117
TGM,LRTM,Târgu Mureş Transilvania International Airport,RO,Recea,46.467701,24.4125,963
TGN,YLTV,Latrobe Valley Airport,AU,Morwell,-38.211004,146.470817,180
TGO,ZBTL,Tongliao Airport,CN,Tongliao,43.556702,122.199997,2395
TGP,UNIP,Podkamennaya Tunguska Airport,RU,Bor,61.589699,89.994003,213
TGQ,SWTS,Tangará da Serra Airport,BR,Tangará da Serra,-14.662,-57.443744,1473
TGR,DAUK,Touggourt Sidi Madhi Airport,DZ,Touggourt,33.067799,6.08867,279
TGT,HTTG,Tanga Airport,TZ,Tanga,-5.09236,39.071201,129
TGU,MHTG,Toncontín Airport,HN,Tegucigalpa,14.0609,-87.217201,3294
TGZ,MMTG,Angel Albino Corzo International Airport,MX,Tuxtla Gutiérrez,16.561611,-93.025731,1499
THD,VVTX,Tho Xuan Airport,VN,Thanh Hóa,19.901667,105.467778,59
THE,SBTE,Senador Petrônio Portela Airport,BR,Teresina,-5.06025,-42.823712,219
THG,YTNG,Thangool Airport,AU,Biloela,-24.494863,150.577967,644
THL,VYTL,Tachileik Airport,MM,Tachileik,20.483800888061523,99.9354019165039,1280
THN,ESGT,Trollhättan-Vänersborg Airport,SE,Trollhättan,58.31809997558594,12.345000267028809,137
THO,BITN,Þórshöfn Airport,IS,Þórshöfn,66.218459,-15.334739,65
THQ,ZLTS,Tianshui Maijishan Airport,CN,Tianshui (Maiji),34.5601,105.860343,3590
THR,OIII,Mehrabad International Airport,IR,Tehran,35.689175,51.314392,3962
THS,VTPO,Sukhothai Airport,TH,,17.238000869750977,99.81819915771484,179
THU,BGTL,Pituffik Space Base,GL,Pituffik,76.53063,-68.700541,251
THX,UOTT,Turukhansk Airport,RU,Turukhansk,65.797203,87.935303,128
THZ,DRRT,Tahoua Airport,NE,Tahoua,14.8757,5.26536,1266
TIA,LATI,Tirana International Airport Mother Teresa,AL,Rinas,41.4147,19.7206,126
TID,DAOB,Abdelhafid Boussouf Bou Chekif Airport,DZ,Tiaret,35.341099,1.46315,3245
TIE,HATP,Tippi Airport,ET,Tippi,7.2024,35.415,1100
TIF,OETF,Taif International Airport,SA,Taif,21.484739,40.544074,4848
TIH,NTGC,Tikehau Airport,PF,Tuherahera,-15.1196,-148.231003,6
TIJ,MMTJ,General Abelardo L. Rodriguez International Airport,MX,Tijuana,32.541043,-116.969976,489
TIK,KTIK,Tinker Air Force Base,US,Oklahoma City,35.4147,-97.386597,1291
TIM,WAYY,Mozes Kilangin Airport,ID,Timika,-4.52978,136.887388,103
TIN,DAOF,Tindouf Airport,DZ,Tindouf,27.7003993988,-8.167099952700001,1453
TIQ,PGWT,Francisco Manglona Borja / Tinian International Airport,MP,Tinian Island,14.999207,145.619355,271
TIR,VOTP,Tirupati International Airport,IN,Tirupati,13.631988,79.539869,350
TIU,NZTU,Timaru Airport,NZ,,-44.302799224853516,171.22500610351562,89
TIV,LYTV,Tivat Airport,ME,Tivat,42.404701,18.723301,20
TIW,KTIW,Tacoma Narrows Airport,US,Tacoma,47.267407,-122.577295,294
TIX,KTIX,Space Coast Regional Airport,US,Titusville,28.514799118042,-80.799201965332,34
TIZ,AYTA,Tari Airport,PG,Tari,-5.845,142.947998,5500
TJA,SLTJ,Capitan Oriel Lea Plaza Airport,BO,Tarija,-21.5557,-64.701302,6079
TJG,WAON,Warukin Airport,ID,Tanta-Tabalong,-2.21656,115.435997,197
TJH,RJBT,Konotori Tajima Airport,JP,Toyooka,35.512798,134.787003,584
TJI,MHTJ,Trujillo Airport,HN,Trujillo,15.926599,-85.938573,3
TJK,LTAW,Tokat Airport,TR,Tokat,40.32472,36.39056,1859
TJL,SBTG,Plínio Alarcom Airport,BR,Três Lagoas,-20.752643,-51.682026,1063
TJM,USTR,Roshchino International Airport,RU,Tyumen,57.178984,65.327696,378
TJQ,WIKT,H A S Hanandjoeddin International Airport,ID,Tanjung Pandan,-2.744109,107.754535,164
TJS,WAGD,Tanjung Harapan Airport,ID,Tanjung Selor-Borneo Island,2.838139,117.374584,20
TJU,UTDK,Kulob International Airport,TJ,Kulob,37.988098,69.805,2293
TKA,PATK,Talkeetna Airport,US,Talkeetna,62.320499420166,-150.09399414062,358
TKC,FKKC,Tiko Airport,CM,Tiko,4.08919000626,9.360529899600001,151
TKD,DGTK,Takoradi Airport,GH,Sekondi-Takoradi,4.896059989929199,-1.7747600078582764,21
TKF,KTRK,Truckee Tahoe Airport,US,Truckee,39.318628,-120.140562,5900
TKG,WILL,Radin Inten II International Airport,ID,Bandar Lampung,-5.246803,105.182531,282
TKH,VTPI,Takhli Royal Thai Air Force Base,TH,Takhli,15.2773,100.295998,107
TKJ,PFTO,Tok Junction Airport,US,Tok,63.32949829,-142.9539948,1639
TKK,PTKK,Chuuk International Airport,FM,Weno Island,7.46187,151.843002,11
TKM,RU-0056,Taksimo Airport,RU,Taksimo,56.361668,114.93,1634
TKN,RJKN,Tokunoshima Airport,JP,Amagi,27.836382,128.881356,17
TKP,NTGT,Takapoto Airport,PF,,-14.709500312805176,-145.24600219726562,12
TKQ,HTKA,Kigoma Airport,TZ,Kigoma,-4.8862,29.6709,2700
TKS,RJOS,Tokushima Awaodori Airport / JMSDF Tokushima Air Base,JP,Tokushima,34.132559,134.607816,26
TKT,VTPT,Tak Airport,TH,,16.896,99.253304,478
TKU,EFTU,Turku Airport,FI,Turku,60.514099,22.2628,161
TKV,NTGO,Tatakoto Airport,PF,Tatakoto,-17.355226,-138.44734,12
